submission_id,marketing_channel,loan_amount,age,income,fico,prequal_completed,prequal_rates_received,cosigner_invited,cosigner_active,full_form_in_progress,full_form_completed,offer_accepted
3135984,Partner,111000,26,51000,723,1,1,0,0,0,0,0
2330183,Organic,18300,25,30000,775,1,1,0,0,0,0,0
2417654,Organic,49000,28,38000,587,1,0,0,0,0,0,0
2388319,Partner,49000,53,125000,698,1,0,0,0,0,0,0
2313764,Partner,54107,26,66000,755,1,1,0,0,0,0,0
3020419,Paid,74000,28,90000,556,1,0,0,0,0,0,0
1907232,Paid,62594,38,30000,538,1,0,0,0,0,0,0
2681121,Organic,74000,28,54000,723,1,1,0,0,0,0,0
2232589,Paid,29000,55,90000,812,1,1,0,0,0,0,0
2804146,Partner,67986,26,58000,736,1,0,1,1,1,0,0
2274093,Partner,8000,26,46000,696,1,1,0,0,0,0,0
2363588,Partner,100000,30,40000,635,1,0,1,1,1,1,0
2244089,Paid,30000,25,100000,777,1,1,0,0,0,0,0
2260687,Paid,72000,45,110000,618,1,0,0,0,0,0,0
3038356,Organic,96000,34,81600,797,1,1,0,0,0,0,0
2952231,Partner,29708.58,29,1,733,1,0,1,1,1,1,0
2762036,Partner,76000,30,80000,690,1,0,0,0,0,0,0
2975072,Partner,171696,37,135000,728,1,1,0,0,1,1,0
2905013,Partner,55972,32,61000,797,1,1,0,0,0,0,0
2662286,Paid,99828,30,120262,768,1,1,0,0,1,1,1
2910292,Partner,29000,56,145000,789,1,1,0,0,0,0,0
2031653,Partner,65000,42,119000,783,1,1,0,0,1,0,0
2138035,Paid,28000,44,56000,712,1,1,0,0,0,0,0
2907221,Partner,116100,32,160000,790,1,1,0,0,0,0,0
2192375,Organic,13750,43,200000,831,1,1,0,0,0,0,0
2687087,Organic,13927,26,48000,728,1,1,0,0,0,0,0
2251421,Partner,18196,26,57000,626,1,0,1,0,0,0,0
2200714,Paid,44000,26,67000,690,1,1,1,0,1,0,0
2069967,Partner,120000,32,65000,545,1,0,0,0,0,0,0
2189235,Partner,22000,46,33404,733,1,0,0,0,0,0,0
2482417,Paid,125000,35,69000,772,1,1,0,0,0,0,0
2833816,Partner,89000,53,175000,747,1,1,0,0,0,0,0
2594707,Partner,35000,26,43000,703,1,1,0,0,0,0,0
2610513,Partner,104000,35,200000,838,1,1,0,0,0,0,0
1921005,Organic,11323,26,83000,784,1,1,0,0,1,1,1
3135225,Organic,250000,29,140000,773,1,1,0,0,0,0,0
2741979,Paid,40000,25,36900,738,1,1,0,0,0,0,0
2271305,Paid,19905,26,20000,786,1,1,0,0,1,1,0
2359840,Partner,138000,34,79900,701,1,0,1,0,0,0,0
1964690,Partner,172000,61,112000,702,1,1,0,0,0,0,0
3004860,Partner,55000,27,55000,762,1,1,1,0,0,0,0
2393074,Partner,30410,24,63000,765,1,1,0,0,0,0,0
2523093,Paid,36299,61,34477,492,1,0,0,0,0,0,0
3057298,Paid,30536,28,45000,795,1,1,0,0,1,1,1
2648540,Partner,63274,28,70000,694,1,0,1,1,1,1,0
1953955,Organic,71000,45,72000,742,1,1,1,0,0,0,0
2835528,Paid,19000,41,42000,539,1,0,0,0,0,0,0
2220181,Partner,19420,30,72000,758,1,1,1,0,0,0,0
1925551,Paid,24036,30,30000,816,1,0,1,1,1,1,0
2801175,Paid,80000,29,90000,741,1,1,0,0,0,0,0
2366998,Paid,39987,30,31000,698,1,1,1,1,1,0,0
2294487,Paid,29271,27,58000,788,1,1,1,0,1,1,1
2294031,Partner,5500,42,49000,820,1,0,0,0,0,0,0
2283873,Paid,23500,51,60000,657,1,0,0,0,0,0,0
2986328,Paid,63000,23,42500,704,1,1,0,0,1,0,0
2743177,Paid,21000,29,34000,630,1,0,0,0,0,0,0
2929418,Partner,8350,35,91000,774,1,1,0,0,0,0,0
2955241,Partner,114454,25,30720,654,1,0,1,1,1,0,0
2386747,Paid,18550,26,15500,712,1,0,1,0,0,0,0
2586798,Organic,41623,28,43784,676,1,1,0,0,0,0,0
3085326,Partner,60000,44,200000,751,1,1,0,0,0,0,0
3012016,Organic,50639,25,40000,753,1,1,0,0,0,0,0
1961701,Partner,56929,37,80000,756,1,1,0,0,0,0,0
2018414,Organic,34390,29,52000,694,1,1,0,0,1,1,1
2024181,Partner,64000,24,67000,710,1,1,1,0,0,0,0
2263051,Partner,21829,26,71000,693,1,1,0,0,0,0,0
2688517,Paid,169352,29,90500,756,1,1,1,0,1,1,1
2416123,Partner,106082,32,97500,786,1,1,1,1,1,1,0
2855633,Partner,10609,24,42000,668,1,0,1,1,1,0,0
3101561,Partner,103500,33,48000,734,1,1,0,0,0,0,0
2848378,Paid,25000,27,42000,815,1,1,0,0,0,0,0
3079078,Paid,16745,37,125000,686,1,1,1,0,0,0,0
2002809,Paid,34985,23,42000,716,1,1,1,0,1,1,1
2283429,Partner,280000,31,60000,710,1,1,0,0,0,0,0
2376831,Partner,10000,20,10000,615,1,0,0,0,0,0,0
2136434,Partner,217000,37,240000,802,1,1,0,0,0,0,0
3104130,Organic,37831,33,27000,823,1,1,1,1,1,1,0
2100383,Paid,32000,30,45000,812,1,1,0,0,1,1,0
2555225,Organic,32646,35,62000,777,1,1,1,1,1,1,1
2517614,Paid,9060,48,65000,530,1,0,1,0,0,0,0
2044845,Organic,19037,25,45000,733,1,1,0,0,0,0,0
3036858,Paid,35348,36,69791,794,1,1,0,0,1,1,1
3091674,Paid,60000,64,138000,778,1,1,0,0,0,0,0
2014060,Partner,17076,30,100000,734,1,1,0,0,1,1,1
1968755,Partner,3600,25,20000,691,1,0,0,0,0,0,0
2304420,Paid,15000,47,75000,663,1,1,0,0,0,0,0
3003342,Partner,34000,26,36300,597,1,0,0,0,0,0,0
2253597,Partner,40000,62,78000,717,1,0,0,0,0,0,0
3019334,Organic,50500,26,39643,686,1,0,0,0,0,0,0
2181271,Partner,63500,29,90000,788,1,1,0,0,1,1,0
2143244,Partner,25000,30,26000,544,1,0,0,0,0,0,0
2278625,Partner,26000,24,50000,644,1,1,0,0,0,0,0
2754164,Partner,25000,56,63500,792,1,1,0,0,0,0,0
2319262,Partner,60000,26,36000,759,1,1,0,0,0,0,0
1937887,Organic,10000,28,95000,751,1,1,0,0,0,0,0
2969583,Organic,59523,26,35000,727,1,1,0,0,1,1,0
2244889,Partner,167204,28,65500,779,1,1,0,0,1,1,0
2057300,Organic,85988,33,44000,742,1,1,1,0,1,1,0
2317039,Paid,37000,29,73000,556,1,0,0,0,0,0,0
2547013,Paid,93575,25,38000,695,1,0,0,0,0,0,0
2482853,Partner,27504,24,63000,760,1,1,0,0,0,0,0
2532680,Organic,25000,25,57000,789,1,1,0,0,0,0,0
2370561,Organic,53048,35,70000,781,1,1,0,0,1,0,0
3112584,Paid,9942,24,40000,708,1,1,0,0,1,0,0
2274076,Paid,90000,28,40000,700,1,1,0,0,0,0,0
3103996,Partner,170000,36,105000,780,1,1,0,0,1,0,0
2152412,Partner,100483,28,48000,749,1,0,0,0,0,0,0
2735508,Partner,60000,23,35000,732,1,1,0,0,0,0,0
2017045,Paid,75000,35,85000,658,1,0,0,0,0,0,0
2268254,Organic,250000,34,400000,774,1,1,0,0,0,0,0
2399904,Partner,45743,41,101000,714,1,1,0,0,0,0,0
2033381,Organic,5278,25,56625,775,1,0,0,0,0,0,0
2245043,Partner,120000,44,53000,579,1,0,1,0,0,0,0
2885992,Partner,31877,25,60000,707,1,1,0,0,0,0,0
2722876,Partner,42000,30,67000,662,1,1,0,0,0,0,0
2585495,Partner,90000,26,88000,788,1,1,0,0,0,0,0
2008162,Paid,25000,42,45000,754,1,1,0,0,1,0,0
2187486,Organic,57000,34,130000,782,1,1,1,0,0,0,0
1883430,Partner,40000,23,2000,715,1,0,0,0,0,0,0
2809576,Partner,194728.73,54,128000,754,1,1,1,1,1,1,0
2427765,Paid,107870,24,65000,760,1,1,0,0,0,0,0
2602856,Paid,30000,37,65000,795,1,1,0,0,0,0,0
2034516,Paid,40900,26,50000,676,1,1,0,0,1,0,0
2508349,Paid,161000,30,50000,683,1,0,0,0,0,0,0
2553345,Partner,16997,33,85000,766,1,1,0,0,1,1,0
2316287,Partner,55000,38,80000,688,1,1,0,0,0,0,0
2630026,Partner,106249,26,40000,752,1,0,1,1,1,1,0
2891585,Organic,57672,29,60000,774,1,1,0,0,1,1,1
3024283,Partner,16000,38,150000,742,1,1,0,0,0,0,0
2565522,Partner,123177,32,180000,724,1,1,0,0,1,0,0
2630191,Partner,15100,38,65209,735,1,1,0,0,0,0,0
2981047,Partner,34000,31,75000,634,1,0,0,0,0,0,0
2580241,Organic,225000,27,150000,751,1,1,0,0,0,0,0
2952967,Organic,166000,31,80000,785,1,1,0,0,0,0,0
2107994,Organic,5368,31,75000,786,1,1,0,0,1,1,0
2711492,Partner,128000,23,40000,700,1,0,0,0,0,0,0
2872197,Organic,57000,31,59500,678,1,0,0,0,0,0,0
2016171,Paid,198000,35,80000,697,1,0,0,0,0,0,0
2954502,Paid,85000,29,125000,744,1,1,1,0,0,0,0
2417802,Paid,39000,23,35000,645,1,0,0,0,0,0,0
2780179,Organic,90000,40,65000,737,1,0,0,0,0,0,0
2231232,Partner,140637,37,69525,674,1,0,1,1,1,1,0
2320585,Paid,33000,54,107000,695,1,0,0,0,0,0,0
3117636,Partner,60000,27,52000,750,1,1,0,0,0,0,0
3090385,Partner,94000,27,60000,754,1,1,0,0,0,0,0
2640020,Paid,103000,30,130000,787,1,1,0,0,0,0,0
2088325,Partner,43001,43,121000,729,1,1,0,0,0,0,0
2348888,Partner,22606,40,198450,831,1,1,1,0,0,0,0
3071836,Organic,55000,34,55000,734,1,1,0,0,0,0,0
2029341,Paid,92000,33,69000,733,1,1,0,0,1,0,0
2353705,Paid,61443,41,55000,667,1,0,0,0,0,0,0
2612265,Paid,84854,31,67000,807,1,1,1,0,1,1,1
2821049,Organic,73000,37,75000,713,1,1,0,0,1,1,0
2085071,Paid,200000,66,300000,778,1,1,0,0,0,0,0
2132041,Paid,56159,25,40000,588,1,0,1,1,1,1,0
3133357,Paid,47000,38,137000,678,1,0,0,0,0,0,0
2364374,Paid,19712,30,75000,812,1,1,1,0,1,1,0
2417204,Partner,34532,32,25000,568,1,0,0,0,0,0,0
2328650,Paid,32454,32,70000,734,1,1,0,0,0,0,0
2226564,Paid,43144,30,66000,780,1,1,0,0,1,1,1
2373563,Paid,24000,27,58000,776,1,1,0,0,1,0,0
2499713,Partner,21000,70,140000,814,1,1,0,0,0,0,0
2497200,Partner,86956,37,56755,746,1,1,0,0,0,0,0
3014719,Partner,94579,31,126000,831,1,1,0,0,1,1,1
2032453,Paid,21840,28,45000,787,1,1,0,0,1,1,0
2071974,Organic,180000,43,340000,808,1,1,1,0,0,0,0
2727148,Organic,200000,27,40000,727,1,0,0,0,0,0,0
2952602,Partner,78000,30,150000,811,1,1,0,0,0,0,0
2948548,Organic,50000,23,40040,591,1,0,0,0,0,0,0
2682595,Partner,12000,28,53000,609,1,0,0,0,0,0,0
2521180,Partner,11000,25,17188,700,1,1,1,0,0,0,0
3102051,Paid,90000,31,51000,634,1,0,0,0,0,0,0
2315016,Organic,184000,34,115000,649,1,0,0,0,0,0,0
1963657,Organic,15000,26,41000,657,1,1,0,0,0,0,0
1937561,Paid,36000,28,18000,720,1,0,0,0,0,0,0
2538174,Paid,48000,24,14400,507,1,0,0,0,0,0,0
2338011,Paid,99000,32,135000,809,1,1,0,0,0,0,0
2234943,Organic,24000,33,60000,788,1,1,0,0,0,0,0
2511626,Partner,60000,36,61800,486,1,0,0,0,0,0,0
2648024,Partner,36794,43,41000,647,1,0,0,0,0,0,0
1934119,Partner,46000,27,95000,688,1,1,0,0,0,0,0
2197903,Paid,44500,28,43000,598,1,0,0,0,0,0,0
1931200,Paid,26000,29,81000,777,1,1,0,0,0,0,0
2424720,Organic,87800,28,82300,667,1,0,0,0,0,0,0
2257369,Partner,35946,46,200000,742,1,1,0,0,0,0,0
2521977,Organic,13000,28,80000,820,1,1,0,0,0,0,0
3123829,Partner,38500,50,58000,805,1,1,0,0,0,0,0
1918021,Partner,11500,27,76000,774,1,1,0,0,0,0,0
2757976,Paid,5000,30,8000,683,1,0,0,0,0,0,0
2488695,Paid,12394,28,25740,527,1,0,0,0,0,0,0
1954711,Partner,54529.95,24,65000,780,1,1,1,0,1,1,0
1998794,Paid,21500,30,80000,728,1,1,0,0,0,0,0
2138871,Organic,89000,33,75000,658,1,0,1,0,0,0,0
2706593,Partner,30129,25,32000,722,1,1,1,0,0,0,0
3073316,Partner,26000,28,84000,756,1,1,0,0,0,0,0
2931479,Organic,28200,37,61000,726,1,1,0,0,0,0,0
2487694,Paid,8000,28,42300,737,1,0,0,0,0,0,0
2150085,Paid,85500,29,38000,527,1,0,0,0,0,0,0
2532856,Paid,21000,35,41000,741,1,1,0,0,0,0,0
1978762,Paid,145000,60,132000,685,1,1,0,0,0,0,0
2300618,Organic,200000,48,100000,606,1,0,1,0,0,0,0
1974129,Paid,7000,33,104000,790,1,1,0,0,0,0,0
3044224,Partner,21174,28,60000,644,1,0,1,1,1,1,0
1968287,Paid,39000,39,35000,702,1,1,0,0,0,0,0
2497473,Organic,63000,31,108000,792,1,1,0,0,0,0,0
2515853,Partner,18849,34,85000,747,1,1,0,0,0,0,0
2892040,Paid,50044,36,100000,662,1,0,0,0,0,0,0
2924496,Paid,45000,30,28000,687,1,0,0,0,0,0,0
2240194,Paid,5500,37,1500,696,1,0,0,0,0,0,0
2551193,Partner,73180,29,87500,623,1,0,0,0,0,0,0
2968615,Paid,75000,42,65000,714,1,0,0,0,0,0,0
2415743,Partner,24000,28,70000,787,1,1,0,0,0,0,0
2038542,Paid,26540,33,108000,679,1,1,0,0,1,1,0
2777262,Paid,22249,25,20000,641,1,0,0,0,0,0,0
2580912,Partner,91413,48,54560,742,1,1,0,0,1,1,0
2650415,Partner,15309,27,28000,689,1,1,0,0,0,0,0
2472635,Paid,69875,42,72000,731,1,1,0,0,1,1,1
2187963,Paid,72000,43,60000,635,1,0,0,0,0,0,0
2646565,Organic,133102,27,129800,823,1,1,1,0,1,1,1
2184068,Organic,87113,33,50000,788,1,1,0,0,0,0,0
2263346,Partner,105000,60,81000,807,1,1,0,0,0,0,0
2894425,Paid,57954,43,59999,764,1,1,1,0,0,0,0
2801993,Partner,60000,30,95000,798,1,1,1,0,1,0,0
2884097,Partner,57000,40,54118,788,1,1,0,0,0,0,0
2580757,Partner,90000,47,68000,624,1,0,0,0,0,0,0
3032171,Organic,39365,34,35000,656,1,1,0,0,0,0,0
2899898,Paid,21000,58,35000,707,1,0,0,0,0,0,0
2909431,Partner,66000,56,143000,753,1,1,0,0,0,0,0
2134952,Paid,21079,45,110000,620,1,0,0,0,0,0,0
2248535,Paid,38496.79,27,88000,781,1,1,0,0,1,0,0
2444389,Partner,43000,29,45000,672,1,0,0,0,0,0,0
2545854,Paid,50000,37,60000,647,1,0,0,0,0,0,0
2578089,Partner,308071,31,50000,753,1,1,0,0,1,1,0
1984522,Paid,102000,45,92000,560,1,0,1,0,0,0,0
2518091,Partner,91000,53,96000,633,1,0,1,1,1,1,0
2907612,Partner,47351,49,75000,813,1,1,0,0,1,1,1
1945968,Partner,70000,27,35000,499,1,0,0,0,0,0,0
2795687,Paid,96863,56,100000,803,1,1,0,0,1,1,1
2731049,Organic,78000,26,55000,682,1,1,0,0,0,0,0
2458510,Organic,31000,45,100000,611,1,0,0,0,0,0,0
2921437,Partner,30088,33,47329,662,1,0,1,0,0,0,0
2470875,Partner,89000,34,46000,798,1,0,0,0,0,0,0
2334813,Partner,52000,39,72000,790,1,1,0,0,0,0,0
2424168,Paid,70000,30,75000,696,1,1,0,0,0,0,0
1990850,Partner,32000,27,46500,770,1,1,1,0,0,0,0
1994690,Paid,13508,28,50000,783,1,1,1,1,1,1,0
2996261,Paid,50738,23,41000,681,1,1,0,0,1,1,0
2344400,Paid,48000,31,42000,810,1,1,0,0,0,0,0
2719664,Partner,30000,23,18783,467,1,0,0,0,0,0,0
2459399,Partner,32103,32,106017,797,1,1,0,0,0,0,0
2999764,Partner,148002,28,70000,682,1,1,0,0,0,0,0
2508708,Organic,27000,27,63100,754,1,1,0,0,0,0,0
2297101,Partner,20000,34,34000,761,1,1,1,0,0,0,0
2601238,Partner,78000,62,60000,730,1,0,1,0,0,0,0
2950900,Paid,55000,28,72000,651,1,0,0,0,0,0,0
2246982,Paid,53868,32,122000,794,1,1,0,0,1,1,1
2716765,Paid,76000,42,119000,783,1,1,0,0,1,0,0
2840957,Partner,5320,35,52500,763,1,0,1,1,1,0,0
2867220,Organic,125000,29,75000,765,1,1,0,0,0,0,0
3106929,Partner,97000,29,118019,681,1,0,0,0,0,0,0
2719245,Partner,36000,49,100000,779,1,1,0,0,0,0,0
2419537,Partner,26112,35,75000,692,1,0,0,0,0,0,0
2931818,Paid,30000,25,18000,602,1,0,1,0,0,0,0
3059726,Organic,29778,33,89000,731,1,1,0,0,0,0,0
1917207,Partner,15886,28,64000,782,1,1,0,0,1,1,1
2592248,Organic,50000,39,56000,814,1,1,0,0,0,0,0
2466922,Organic,80859,30,140000,814,1,1,0,0,1,1,1
2883661,Partner,17871,29,125000,796,1,1,0,0,1,1,1
3069284,Organic,26604,28,61000,699,1,1,0,0,1,1,1
2212744,Partner,50000,30,30000,728,1,1,0,0,0,0,0
2871592,Paid,101000,33,75000,707,1,0,0,0,0,0,0
2423802,Partner,13500,80,60000,757,1,1,0,0,0,0,0
2567918,Paid,12000,35,74000,788,1,1,0,0,0,0,0
2528032,Partner,10000,28,70000,771,1,1,0,0,0,0,0
2095914,Paid,4965,27,29000,723,1,0,0,0,0,0,0
2092562,Paid,14000,29,70000,717,1,1,0,0,0,0,0
2920426,Organic,50000,25,25000,720,1,1,0,0,0,0,0
3113290,Organic,56310,31,43000,565,1,0,1,1,1,1,0
2079262,Partner,97000,24,40000,708,1,1,0,0,0,0,0
2822732,Partner,65000,37,110000,798,1,1,0,0,0,0,0
2337567,Paid,62417,28,89995,709,1,1,0,0,0,0,0
2270585,Paid,30000,47,115000,785,1,1,0,0,0,0,0
3049477,Partner,19468,53,57691,811,1,1,1,0,0,0,0
3118856,Paid,80000,33,40000,600,1,0,0,0,0,0,0
3111202,Paid,18000,28,45000,721,1,1,0,0,0,0,0
2234141,Organic,56000,24,13000,706,1,1,0,0,0,0,0
2380375,Organic,100000,26,36000,730,1,0,0,0,0,0,0
2557534,Organic,132999,35,67613,798,1,1,0,0,1,1,1
2339656,Organic,16500,25,18500,582,1,0,1,0,0,0,0
1906722,Paid,48786,36,22000,797,1,0,1,0,0,0,0
2858584,Partner,57000,52,158000,845,1,1,0,0,0,0,0
2413911,Partner,55000,27,67000,717,1,1,0,0,0,0,0
2005579,Paid,3500,28,42000,718,1,0,0,0,0,0,0
3129337,Organic,90000,40,34000,547,1,0,0,0,0,0,0
2777364,Partner,33000,27,20000,639,1,0,0,0,0,0,0
3041922,Partner,35000,36,21000,648,1,0,0,0,0,0,0
1973046,Partner,45000,24,36000,639,1,0,0,0,0,0,0
1956268,Partner,20000,27,65000,788,1,1,1,0,0,0,0
1951389,Partner,55300,32,70000,812,1,1,0,0,1,1,1
2308738,Paid,28000,24,99600,664,1,0,0,0,0,0,0
2935213,Paid,12000,25,30000,596,1,0,0,0,0,0,0
2256023,Paid,37000,56,67000.37,834,1,1,0,0,0,0,0
2263857,Partner,10695,27,42900,770,1,1,0,0,0,0,0
2892473,Paid,90393,28,63862,736,1,1,0,0,1,1,0
2138402,Paid,300938,33,300000,739,1,1,0,0,1,1,0
2852715,Organic,24000,30,27000,799,1,1,0,0,0,0,0
2130886,Paid,21320,30,38500,668,1,0,0,0,0,0,0
3036273,Organic,249000,33,130000,773,1,1,0,0,0,0,0
2301268,Paid,26500,26,29952,761,1,0,1,0,0,0,0
2284363,Partner,99000,56,85000,637,1,1,0,0,0,0,0
2479362,Partner,6400,39,60000,757,1,0,0,0,0,0,0
2158749,Organic,119267,29,120000,779,1,1,0,0,1,1,1
3078880,Paid,8800,27,4000,631,1,0,0,0,0,0,0
2474773,Organic,28558,33,64600,825,1,1,0,0,1,1,1
2440462,Paid,55500,30,61500,696,1,1,0,0,0,0,0
2144772,Partner,155000,30,180000,676,1,1,0,0,0,0,0
2640767,Organic,50000,28,20000,693,1,0,0,0,0,0,0
2774415,Organic,41022,52,138000,762,1,1,1,0,1,1,1
2235459,Organic,99900,26,50000,701,1,0,0,0,0,0,0
2667035,Paid,45000,26,37500,641,1,0,0,0,0,0,0
2699101,Partner,32000,30,30000,564,1,0,0,0,0,0,0
2160845,Organic,61000,26,110000,698,1,1,0,0,0,0,0
2155554,Organic,140000,32,60000,794,1,1,0,0,0,0,0
2138462,Partner,15727,38,46000,550,1,0,1,1,1,1,0
2341191,Partner,148876,32,45000,817,1,1,0,0,1,1,1
2020445,Partner,20000,29,65000,794,1,1,0,0,0,0,0
2830845,Partner,250000,32,99000,744,1,1,1,0,0,0,0
2889782,Paid,30000,62,95000,832,1,1,0,0,0,0,0
2468559,Paid,40000,24,42500,544,1,0,0,0,0,0,0
2733533,Paid,33371,35,90000,690,1,0,0,0,0,0,0
2697653,Paid,60000,31,34957,668,1,0,0,0,0,0,0
2011898,Partner,200000,30,190000,705,1,1,0,0,0,0,0
2019802,Paid,32002.46,30,42840,713,1,0,1,1,1,0,0
2345813,Paid,62000,44,105000,732,1,0,0,0,0,0,0
2001724,Partner,47911,37,4128,788,1,0,0,0,0,0,0
3052315,Organic,19000,25,59500,630,1,0,0,0,0,0,0
2449756,Organic,75000,43,130000,771,1,1,1,0,0,0,0
2852116,Paid,31512,50,82000,724,1,1,0,0,1,1,0
2478848,Paid,52000,26,43000,727,1,1,0,0,0,0,0
2332733,Paid,77948,29,24000,611,1,0,0,0,0,0,0
3094688,Organic,97000,33,87500,745,1,1,0,0,0,0,0
1881896,Paid,55000,39,92513,811,1,1,0,0,0,0,0
2781425,Paid,19000,30,80000,659,1,1,0,0,0,0,0
1876395,Partner,13345,25,63072,660,1,0,0,0,0,0,0
2504635,Paid,25000,29,85000,788,1,1,1,0,0,0,0
2780892,Organic,26039,37,30000,718,1,1,0,0,0,0,0
2203880,Paid,19393,70,8400,784,1,0,1,1,1,1,0
1949493,Paid,21710,39,110000,683,1,0,0,0,0,0,0
2290154,Organic,78137,25,9600,718,1,1,0,0,1,1,0
2646335,Paid,76000,34,92500,702,1,1,0,0,1,0,0
3051229,Organic,7462,23,12000,683,1,0,0,0,0,0,0
2476224,Paid,300000,35,150000,823,1,1,0,0,0,0,0
2910947,Organic,14308,45,40100,755,1,0,0,0,0,0,0
2601879,Organic,27000,34,25000,758,1,0,0,0,0,0,0
1886396,Partner,26000,57,70000,788,1,1,0,0,0,0,0
2333076,Partner,220970,27,30175,704,1,1,0,0,0,0,0
2122464,Paid,91000,23,53500,671,1,1,0,0,1,0,0
2342992,Partner,43000,50,126000,729,1,1,0,0,0,0,0
3094613,Paid,23169,29,27913,531,1,0,0,0,0,0,0
2602386,Organic,90000,23,50000,669,1,1,0,0,0,0,0
2792398,Paid,9000,28,65000,728,1,1,1,0,0,0,0
2380247,Partner,36500,36,105000,732,1,1,0,0,0,0,0
2198055,Partner,20894,29,62000,762,1,1,0,0,1,1,1
1972296,Paid,42000,33,60000,652,1,0,0,0,0,0,0
1946321,Paid,40000,51,150000,731,1,1,0,0,0,0,0
2999987,Partner,5000,20,25000,668,1,0,0,0,0,0,0
3092211,Partner,52063,27,59000,725,1,1,1,0,0,0,0
2131896,Paid,30000,23,5000,740,1,0,0,0,0,0,0
1916219,Paid,21000,30,55000,701,1,1,1,0,0,0,0
1919503,Partner,189000,31,104000,768,1,1,0,0,0,0,0
2415210,Paid,17000,30,52000,549,1,0,0,0,0,0,0
2324510,Partner,58000,30,45000,672,1,0,0,0,0,0,0
2507860,Organic,44582,35,85000,770,1,1,0,0,1,1,0
2889267,Partner,18500,25,72000,647,1,0,1,0,0,0,0
1898337,Partner,50000,48,65000,790,1,1,0,0,0,0,0
2993876,Partner,38111,28,53500,677,1,0,0,0,0,0,0
2532613,Partner,100000,27,50345,583,1,0,0,0,0,0,0
3072968,Partner,25000,35,41000,617,1,0,0,0,0,0,0
3114994,Organic,44264,24,50000,687,1,1,0,0,1,1,0
3006278,Paid,70000,61,56000,795,1,1,0,0,0,0,0
1902696,Organic,9000,27,85000,809,1,1,0,0,0,0,0
2394141,Partner,21900,41,48000,777,1,1,0,0,0,0,0
2589500,Organic,160000,47,155000,681,1,0,0,0,0,0,0
2054649,Partner,70000,34,50000,711,1,1,0,0,0,0,0
2360063,Partner,66000,28,58100,690,1,1,0,0,0,0,0
2303998,Paid,130000,35,54000,610,1,0,0,0,0,0,0
2178997,Paid,71800,26,40000,645,1,1,0,0,1,0,0
2185931,Partner,59000,25,35000,743,1,1,0,0,0,0,0
3060700,Organic,36000,30,95000,589,1,0,0,0,0,0,0
1980408,Partner,37814,29,41600,747,1,1,0,0,1,1,1
2523405,Organic,10800,32,45000,530,1,0,0,0,0,0,0
1933642,Partner,175000,29,55000,788,1,1,0,0,0,0,0
2973824,Partner,130000,38,50000,713,1,1,0,0,0,0,0
3121267,Paid,41672,25,50000,736,1,1,0,0,1,1,1
2207522,Partner,37572,27,65000,762,1,1,0,0,1,1,0
2155580,Partner,200000,28,42000,782,1,1,0,0,0,0,0
2296419,Partner,70058,40,70000,825,1,1,0,0,0,0,0
3130348,Paid,79000,32,58000,799,1,1,0,0,1,0,0
2649026,Partner,19200,28,46000,691,1,1,0,0,1,1,1
2106593,Paid,45000,33,92000,694,1,1,1,0,0,0,0
2033657,Partner,10000,23,10000,729,1,0,0,0,0,0,0
2525133,Organic,62000,25,32000,734,1,1,0,0,1,1,0
2868153,Partner,67000,31,60000,708,1,1,0,0,0,0,0
2786605,Organic,68000,29,64000,697,1,0,1,0,0,0,0
3002237,Organic,26911,27,39000,617,1,0,0,0,0,0,0
2728745,Partner,35000,26,24000,569,1,0,0,0,0,0,0
2489706,Paid,25000,25,25000,778,1,1,0,0,0,0,0
2124013,Partner,227329,58,213400,766,1,1,1,0,0,0,0
3077026,Paid,28740,30,50000,793,1,1,0,0,1,0,0
2671808,Organic,80000,35,55000,773,1,1,1,0,0,0,0
2120603,Paid,24000,30,34000,625,1,1,0,0,0,0,0
2575799,Paid,22000,26,40000,691,1,0,0,0,0,0,0
3066512,Paid,14500,50,27000,710,1,0,0,0,0,0,0
2883401,Paid,12000,57,50000,653,1,0,0,0,0,0,0
2142963,Paid,7066,29,68000,670,1,0,0,0,0,0,0
2142571,Partner,14400,24,28000,778,1,1,0,0,0,0,0
2126422,Organic,50000,42,60000,763,1,1,0,0,0,0,0
2755685,Partner,22617,41,64900,793,1,1,0,0,0,0,0
3044454,Organic,138000,26,65000,535,1,0,1,0,0,0,0
2583356,Partner,103779,40,150000,608,1,0,0,0,0,0,0
3015544,Paid,34000,26,45000,741,1,1,0,0,0,0,0
2154513,Paid,23000,28,29000,654,1,0,0,0,0,0,0
2401186,Partner,21696,27,60000,772,1,1,0,0,0,0,0
1880258,Paid,80000,25,20000,641,1,0,1,0,0,0,0
2563624,Partner,27000,27,69193,751,1,1,1,0,0,0,0
2661692,Organic,70000,29,40000,643,1,0,0,0,0,0,0
2924301,Partner,40000,27,40000,740,1,1,0,0,0,0,0
2465153,Organic,83822,28,58800,797,1,1,1,0,0,0,0
2806683,Partner,12000,25,30000,744,1,1,1,0,0,0,0
2618337,Partner,18994,46,59000,784,1,1,0,0,1,1,0
2815593,Partner,23000,36,29120,712,1,0,0,0,0,0,0
2407322,Paid,65000,32,50000,723,1,0,0,0,0,0,0
2514825,Partner,38500,29,91000,695,1,1,0,0,0,0,0
2717655,Partner,29000,29,43000,707,1,1,0,0,0,0,0
